category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
forest,Peru,2019-04-24 00:00:00+00:00,2019-04-24 00:00:00+00:00,FALSE,312526,,JubilaciÃ³n Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru,VCS1496,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1496,The PURE PROJECT SAS,['ar-ams0007'],verra,289162,registered
forest,China,2021-05-13 00:00:00+00:00,2021-05-28 00:00:00+00:00,FALSE,724245,,Inner Mongolia Chaoâ€™er Improved Forest Management Project,VCS1529,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1529,Chaoer Forest Bureau of Inner Mongolia Autonomous Region,['vm0010'],verra,371959,registered
forest,Colombia,2022-05-28 00:00:00+00:00,2022-06-23 00:00:00+00:00,FALSE,297261,,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,VCS1530,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1530,Multiple Proponents,['ar-acm0003'],verra,194670,registered
forest,United States,2012-10-02 00:00:00+00:00,2017-06-07 00:00:00+00:00,FALSE,12117,2009-01-27 00:00:00+00:00,RPH Ranch,CAR430,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=430,RPH Comptche Properties LLC,['car-forest'],climate-action-reserve,12117,completed
forest,Guatemala,2017-07-20 00:00:00+00:00,2017-07-20 00:00:00+00:00,FALSE,1577470,,Lacandon â€“ Forest for life REDD+ Project,VCS1541,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1541,Multiple Proponents,['vm0015'],verra,173335,registered
forest,China,2018-06-13 00:00:00+00:00,2021-09-28 00:00:00+00:00,FALSE,501781,,Yunnan Kunming Liangqu Improved Forest Management Project,VCS1542,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1542,"Kunming Yuming Investment Development Co., Ltd.",['vm0010'],verra,344598,registered
forest,Uruguay,2023-05-31 00:00:00+00:00,2023-09-06 00:00:00+00:00,FALSE,756188,,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,VCS1543,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1543,Agroempresa Forestal S.A.,['ar-acm0003'],verra,262618,registered
forest,Guatemala,2016-11-28 00:00:00+00:00,2017-03-16 00:00:00+00:00,FALSE,278197,,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",VCS1558,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1558,Livelihoods Fund SICAV SIF,['ar-acm0003'],verra,134815,registered
forest,Colombia,2017-10-09 00:00:00+00:00,2017-10-09 00:00:00+00:00,FALSE,27094417,,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),VCS1566,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1566,Multiple Proponents,['vm0007'],verra,20028285,registered
forest,Brazil,2018-06-15 00:00:00+00:00,2018-06-15 00:00:00+00:00,FALSE,1966898,,Manoa REDD+ Project,VCS1571,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1571,Multiple Proponents,['vm0015'],verra,1489043,registered
forest,China,2021-05-11 00:00:00+00:00,2021-07-08 00:00:00+00:00,FALSE,550604,,Fujian Yongâ€™an Improved Forest Management Project,VCS1577,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1577,"Yongâ€™an Forestry Bureau of Fujian province, P.R.China",['vm0010'],verra,156009,registered
forest,United States,2016-02-09 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,384954,2007-09-05 00:00:00+00:00,The van Eck Forest,CAR101,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=101,Fred M Van Eck Forest Foundation for Purdue University,['car-forest'],climate-action-reserve,250276,unknown
forest,United States,2016-08-09 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,3918782,2010-08-03 00:00:00+00:00,Usal Redwood Forest,CAR730,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=730,"Usal Redwood Forest Company, LLC",['car-forest'],climate-action-reserve,3057231,completed
forest,Guatemala,2018-04-10 00:00:00+00:00,2018-04-10 00:00:00+00:00,FALSE,6951508,,REDD+ Project for Caribbean Guatemala: The Conservation Coast,VCS1622,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1622,Fundacion para el Ecodesarrollo y la Conservacion [FUNDAECO],['vm0015'],verra,5180335,registered
forest,United States,2014-09-23 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,63135,2010-10-01 00:00:00+00:00,Virginia Conservation Forestry Program - Clifton Farm,CAR686,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=686,The Nature Conservancy,['car-forest'],climate-action-reserve,23515,unknown
forest,United States,2016-02-23 00:00:00+00:00,2021-11-01 00:00:00+00:00,FALSE,93160,2010-10-01 00:00:00+00:00,Virginia Conservation Forestry Program - Rich Mountain,CAR696,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=696,The Nature Conservancy,['car-forest'],climate-action-reserve,74319,unknown
forest,United States,2016-08-31 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,177984,2010-10-01 00:00:00+00:00,Virginia Conservation Forestry Program - Tazewell - Elk Garden,CAR697,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=697,The Nature Conservancy,['car-forest'],climate-action-reserve,143740,unknown
forest,United States,2013-11-12 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,1464582,2010-07-30 00:00:00+00:00,Willits Woods,CAR661,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=661,"Coastal Ridges LLC, a California Limited Liability Company",['car-forest'],climate-action-reserve,1150118,completed
forest,Cambodia,2017-07-05 00:00:00+00:00,2017-07-05 00:00:00+00:00,FALSE,18874424,,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,VCS1650,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1650,"Royal Government of Cambodia (RGC), Ministry of Environment",['vm0015'],verra,13011931,registered
forest,Colombia,2023-11-07 00:00:00+00:00,,FALSE,40623,,Regenerating Colombian Coffee Ecosystems,VCS1682,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1682,The PURE PROJECT SAS,['ar-ams0007'],verra,0,registered
forest,Laos,2019-10-02 00:00:00+00:00,2019-10-02 00:00:00+00:00,FALSE,106092,,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",VCS1684,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1684,Lao Thai Hua Rubber Co. Ltd,['ar-acm0003'],verra,65551,registered
forest,Brazil,2019-05-23 00:00:00+00:00,2019-05-23 00:00:00+00:00,FALSE,2692244,,Agrocortex REDD Project,VCS1686,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1686,Agrocortex Madeiras do Acre Agroflorestal Ltda.,['vm0015'],verra,1513044,registered
forest,Cambodia,2021-08-24 00:00:00+00:00,2022-05-25 00:00:00+00:00,FALSE,645410,,Tumring REDD+ Project,VCS1689,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1689,"The Royal Government of Cambodia, Forestry Administration",['vm0009'],verra,27975,registered
forest,Colombia,2023-08-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,FALSE,5276,,PAYMENT FOR ENVIRONMENTAL SERVICES SCHEME FOR FOREST MANAGEMENT AND CONSERVATION OF WATER SOURCES IN THE JURISDICTION OF CORPOCHIVOR,VCS1695,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1695,Local Environmental Authority of Chivor (CORPOCHIVORâ€“ CorporaciÃ³n AutÃ³noma Regional de Chivor),['vm0015'],verra,262,registered
forest,China,2020-10-20 00:00:00+00:00,2020-10-20 00:00:00+00:00,FALSE,1095069,,Inner Mongolia Wuâ€˜erqihan IFM (conversion of logged to protected forest) Project,VCS1715,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1715,Multiple Proponents,['vm0010'],verra,388767,registered
forest,China,2019-11-06 00:00:00+00:00,2019-11-06 00:00:00+00:00,FALSE,999160,,Inner Mongolia Keyihe IFM (conversion of logged to protected forest) Project,VCS1718,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1718,Inner Mongolia Keyihe Forest Industry LLC.,['vm0010'],verra,739991,registered
forest,United States,2015-11-09 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,1330141,2011-10-05 00:00:00+00:00,Yurok Tribe Sustainable Forest Project,CAR777,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=777,Yurok Tribe,['car-forest'],climate-action-reserve,1119977,completed
forest,Mexico,2019-07-11 00:00:00+00:00,2019-08-08 00:00:00+00:00,FALSE,460699,,Reforestation with Teak  CO2e TEAKMEX,VCS1740,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1740,Agropecuaria Santa Genoveva S.A.P.I. de C.V,['ar-acm0003'],verra,434481,registered
forest,Cambodia,2018-12-17 00:00:00+00:00,2019-04-16 00:00:00+00:00,FALSE,27627237,,Southern Cardamom REDD+ Project,VCS1748,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1748,"Royal Government of Cambodia (RGC), Ministry of Environment",['vm0009'],verra,6530032,registered
forest,Colombia,2021-09-29 00:00:00+00:00,2021-09-29 00:00:00+00:00,FALSE,12891,,"Grouped Project for restoration of degraded lands in Jaguar Corridors, Colombia",VCS1769,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1769,Multiple Proponents,"['ar-acm0003', 'vm0005']",verra,10894,registered
forest,Brazil,2019-12-06 00:00:00+00:00,2019-12-09 00:00:00+00:00,FALSE,900752,,Jari/ParÃ¡ REDD+ Project,VCS1811,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1811,Multiple Proponents,['vm0015'],verra,887156,registered
forest,China,2020-10-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,FALSE,83348,,Qinghai Afforestation Project,VCS1826,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1826,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",['ar-acm0003'],verra,83348,registered
forest,China,2022-04-28 00:00:00+00:00,2022-08-08 00:00:00+00:00,FALSE,278865,,Hunan Northern and Northwestern Area Afforestation Project,VCS1896,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1896,"Jilin Forest Industry Environmental Technology Co., Ltd.",['ar-acm0003'],verra,183776,registered
forest,Tanzania,2020-11-23 00:00:00+00:00,2020-12-14 00:00:00+00:00,FALSE,3565155,,Ntakata Mountains REDD,VCS1897,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1897,Carbon Tanzania,['vm0007'],verra,3105072,registered
forest,Tanzania,2020-11-18 00:00:00+00:00,2020-12-14 00:00:00+00:00,FALSE,977955,,Makame Savannah REDD,VCS1900,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1900,Carbon Tanzania,['vm0007'],verra,608786,registered
forest,Canada,2024-08-27 00:00:00+00:00,2024-09-20 00:00:00+00:00,FALSE,83999,,Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot,VCS1916,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1916,Multiple Proponents,['vm0034'],verra,8258,registered
forest,Brazil,2020-12-01 00:00:00+00:00,2020-12-08 00:00:00+00:00,FALSE,941618,,Floresta Verde REDD+ Project,VCS1953,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1953,Floresta Verde ServiÃ§os Ltda.,['vm0015'],verra,255079,registered
land-use,United States,2023-11-15 00:00:00+00:00,2023-12-12 00:00:00+00:00,FALSE,56508,,Northern Great Plains Regenerative Grazing Project,VCS1960,Grassland Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1960,"Native, a Public Benefit Corporation",['vm0026'],verra,36288,registered
forest,Brazil,2020-10-23 00:00:00+00:00,2020-10-29 00:00:00+00:00,FALSE,112185,,Fazenda Nascente do Luar Agroforestry Project,VCS2079,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2079,AGROBUSINESS FLORESTAS E PECUARIA LTDA,['ar-acm0003'],verra,110542,registered
forest,Mozambique,2021-04-12 00:00:00+00:00,2021-04-12 00:00:00+00:00,FALSE,5367,,"Revegetation with fruit trees in North Manica Province, Mozambique",VCS2085,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2085,Agrimoz S.a r.l.,['ar-acm0003'],verra,5367,registered
land-use,Pakistan,2022-10-26 00:00:00+00:00,2022-10-27 00:00:00+00:00,FALSE,4802658,,Delta Blue Carbon â€“ 1,VCS2250,Wetland,berkeley,https://registry.verra.org/app/projectDetail/VCS/2250,Multiple Proponents,['vm0033'],verra,2777688,registered
forest,Peru,2023-07-19 00:00:00+00:00,2023-07-19 00:00:00+00:00,FALSE,3002760,,The Jaguar Amazon REDD+ Project,VCS2278,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2278,Multiple Proponents,['vm0006'],verra,3002760,registered
forest,Colombia,2021-05-20 00:00:00+00:00,2021-05-25 00:00:00+00:00,FALSE,59363,,BLUE CARBON PROJECT GULF OF MORROSQUILLO â€œVIDA MANGLARâ€,VCS2290,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2290,Conservation International Foundation,['vm0007'],verra,57369,registered
forest,Papua New Guinea,2020-10-06 00:00:00+00:00,2020-11-07 00:00:00+00:00,FALSE,1327442,,NIHT Topaiyo REDD +,VCS2293,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2293,NIHT Inc.,['vm0009'],verra,482081,registered
forest,Colombia,2025-01-20 00:00:00+00:00,2025-01-20 00:00:00+00:00,FALSE,3929705,,REDD+ Project Pueblos indÃ­genas resguardando la selva,VCS2297,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2297,Multiple Proponents,['vm0015'],verra,304345,registered
forest,Colombia,2024-03-08 00:00:00+00:00,2024-03-18 00:00:00+00:00,FALSE,15431,,REDD+ Project Magnolios de Yarumal,VCS2317,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2317,Multiple Proponents,['vm0015'],verra,7447,registered
forest,Canada,2021-10-25 00:00:00+00:00,2022-01-10 00:00:00+00:00,FALSE,27797,,Monet Forest Conservation Project,VCS2322,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2322,Solifor Bloc Monet S.E.C.,['vm0010'],verra,27081,registered
forest,Guinea-Bissau,2021-04-02 00:00:00+00:00,2022-05-04 00:00:00+00:00,FALSE,302043,,COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD,VCS2324,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2324,BioGuinea Foundation,['vm0007'],verra,131169,registered
forest,China,2023-04-04 00:00:00+00:00,2024-06-06 00:00:00+00:00,FALSE,496532,,Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project,VCS2326,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2326,"Jinxiu Yao Autonomous County Zhengtong Asset Management Co., Ltd",['vm0010'],verra,26598,registered
forest,China,2023-03-21 00:00:00+00:00,2023-08-23 00:00:00+00:00,FALSE,545081,,Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,VCS2327,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2327,"Huanjiang Maonan Autonomous County Huashan Forestry Investment Co., Ltd",['vm0010'],verra,96775,registered
forest,Kenya,2021-09-23 00:00:00+00:00,2022-05-13 00:00:00+00:00,FALSE,22104,,"TIST Program in Kenya, VCS-CCB 010",VCS2338,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2338,Clean Air Action Corporation,['ar-ams0007'],verra,21154,registered
forest,Uganda,2021-08-31 00:00:00+00:00,2021-11-08 00:00:00+00:00,FALSE,155813,,"TIST Program in Uganda, VCS-CCB 010",VCS2339,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2339,Clean Air Action Corporation,['ar-ams0007'],verra,124641,registered
land-use,China,2021-03-29 00:00:00+00:00,2022-10-08 00:00:00+00:00,FALSE,5880,,Zhanjiang Mangrove Afforestation Project,VCS2343,Wetland,berkeley,https://registry.verra.org/app/projectDetail/VCS/2343,"Third Institute of Oceanography, Ministry of Natural Resources",['ar-am0014'],verra,381,registered
forest,Peru,2024-11-26 00:00:00+00:00,2024-11-26 00:00:00+00:00,FALSE,654207,,Green Gold Loreto 1,VCS2345,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2345,Green Gold Forestry Peru SA.,['vm0010'],verra,120149,registered
forest,Paraguay,2022-04-18 00:00:00+00:00,2022-06-29 00:00:00+00:00,FALSE,527869,,Afforestation in cooperation with local landowners for Forestal San Pedro S.A,VCS2361,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2361,Forestal San Pedro S.A.,['ar-acm0003'],verra,277552,registered
forest,Laos,2023-05-31 00:00:00+00:00,2024-03-15 00:00:00+00:00,FALSE,281208,,"Afforestation in Eucalyptus and Acacia plantations for Burapha Agroforestry Co., Ltd.",VCS2367,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2367,Burapha Agroforestry Co. Ltd,['ar-acm0003'],verra,60747,registered
forest,Paraguay,2025-03-14 00:00:00+00:00,2025-03-14 00:00:00+00:00,FALSE,73093,,Forestal Apepu Carbon Project,VCS2369,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2369,Forestal Apepu,['ar-acm0003'],verra,73093,registered
forest,China,2022-01-27 00:00:00+00:00,2022-01-27 00:00:00+00:00,FALSE,182466,,Zhangye City Afforestation Project in Gansu Province,VCS2370,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2370,Zhangye Academy of Forestry Sciences,['ar-acm0003'],verra,182466,registered
forest,Brazil,2022-09-19 00:00:00+00:00,,FALSE,16772,,Yellow IpÃª Grouped REDD Project,VCS2373,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2373,EcolÃ³gica Assessoria Ltda.,['vm0015'],verra,0,registered
forest,China,2022-12-22 00:00:00+00:00,2023-07-07 00:00:00+00:00,FALSE,111338,,Jilin Sanchazi Afforestation Project,VCS2375,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2375,"Jilin Forest Industry Environmental Technology Co., Ltd.",['ar-acm0003'],verra,94925,registered
forest,Romania,2021-09-15 00:00:00+00:00,2022-06-28 00:00:00+00:00,FALSE,6624,,Rotunda Forest Carbon Project,VCS2386,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2386,Global Forest Support GmbH,['vm0012'],verra,5745,registered
forest,China,2022-09-28 00:00:00+00:00,2022-09-28 00:00:00+00:00,FALSE,109527,,Gansu Tianshui Afforestation Project,VCS2391,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2391,Tianshui Forestry Science Institute,['ar-acm0003'],verra,109527,registered
forest,Sierra Leone,2022-02-10 00:00:00+00:00,2022-12-26 00:00:00+00:00,FALSE,482771,,Reforestation of Degraded Lands in Sierra Leone,VCS2401,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2401,Miro Forestry Developments Limited,['ar-am0003'],verra,331555,registered
forest,India,2020-12-17 00:00:00+00:00,2022-02-04 00:00:00+00:00,FALSE,1223324,,Reforestation of degraded land by MTPL in India,VCS2404,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2404,Mangalam Timber Unit of Mangalam Cement Limited,['ar-acm0001'],verra,878779,registered
forest,China,2021-12-07 00:00:00+00:00,2022-12-27 00:00:00+00:00,FALSE,248558,,Gansu Dingxi Afforestation Project,VCS2405,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2405,Dingxi City Chankou Forestry Proving Ground,['ar-acm0003'],verra,171885,registered
forest,Ghana,2022-03-16 00:00:00+00:00,2022-04-21 00:00:00+00:00,FALSE,399740,,"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",VCS2410,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2410,Miro Forestry Developments Limited,['ar-acm0003'],verra,350488,registered
forest,China,2022-04-28 00:00:00+00:00,2022-04-28 00:00:00+00:00,FALSE,63340,,Gansu Lanzhou Afforestation Project,VCS2418,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2418,Lanzhou Landscaping And Greening Service Center,['ar-acm0003'],verra,63340,registered
forest,China,2022-07-25 00:00:00+00:00,2024-11-08 00:00:00+00:00,FALSE,157059,,Shanxi Loufan Afforestation Project,VCS2451,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2451,Loufan County Forestry Workstation,['ar-acm0003'],verra,7221,registered
land-use,China,2022-01-24 00:00:00+00:00,2022-08-01 00:00:00+00:00,FALSE,2593172,,Guoluo Grassland Sustainable Management Project,VCS2458,Grassland Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2458,"Qinghai Guanglv Landscaping Co., Ltd.",['vm0026'],verra,1341377,registered
forest,United States,2020-10-02 00:00:00+00:00,,FALSE,168471,,Anew - Pennsylvania Ridges Forestry Project,ACR507,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=507,,['acr-ifm-nonfed'],american-carbon-registry,0,canceled
forest,Paraguay,2023-03-22 00:00:00+00:00,2023-09-15 00:00:00+00:00,FALSE,94052,,Afforestation and restoration of degraded forests in Eastern Paraguay or Forestal Azul Carbon Project,VCS2469,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2469,Forestal Azul S.A.,['ar-acm0003'],verra,82937,registered
forest,India,2023-12-18 00:00:00+00:00,2024-03-02 00:00:00+00:00,FALSE,3766,,Mahogany Plantation in India,VCS2479,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2479,Mahogani Vishwa Agro Pvt Ltd,['ar-acm0003'],verra,6,registered
forest,Panama,2023-03-27 00:00:00+00:00,2023-03-29 00:00:00+00:00,FALSE,51317,,Generation Forest Group Project,VCS2481,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2481,"Futuro Forestal, S.A.",['ar-acm0003'],verra,25137,registered
forest,Uganda,2024-06-20 00:00:00+00:00,2024-07-23 00:00:00+00:00,FALSE,508539,,"TIST Program in Uganda, VCS-CCB 011",VCS2497,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2497,Clean Air Action Corporation,['ar-acm0003'],verra,221113,registered
forest,Paraguay,2022-03-08 00:00:00+00:00,2022-05-12 00:00:00+00:00,FALSE,435078,,Afforestation of degraded grasslands in Caazapa and GuairÃ¡,VCS2498,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2498,Miller Forest Investment AG,['ar-acm0003'],verra,171915,registered
forest,Central African Republic,2023-12-13 00:00:00+00:00,,FALSE,904170,,"CHINKO CONSERVATION AREA REDD+ PROJECT, CENTRAL AFRICAN REPUBLIC",VCS2510,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2510,African Parks RCA,['vm0009'],verra,0,registered
forest,Colombia,2022-06-08 00:00:00+00:00,2022-12-28 00:00:00+00:00,FALSE,609543,,"AFFORESTATION OF DEGRADED GRASSLANDS IN VICHADA, COLOMBIA",VCS2512,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2512,Forest First Colombia S.A.S.,['ar-acm0003'],verra,387663,registered
forest,Paraguay,2023-10-26 00:00:00+00:00,2024-09-23 00:00:00+00:00,FALSE,119900,,Southern Paraguay Sustainable Afforestation Project,VCS2556,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2556,SAIFF Hold Co. Ltd.,['ar-acm0003'],verra,15757,registered
forest,Brazil,2023-01-30 00:00:00+00:00,2023-02-28 00:00:00+00:00,FALSE,1100876,,ABC Norte REDD Project,VCS2558,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2558,Multiple Proponents,['vm0015'],verra,298005,registered
forest,China,2022-12-19 00:00:00+00:00,2023-10-17 00:00:00+00:00,FALSE,53305,,Yunnan Qiubei Afforestation Project,VCS2565,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2565,Multiple Proponents,['ar-acm0003'],verra,657,registered
forest,Brazil,2023-10-17 00:00:00+00:00,2023-10-17 00:00:00+00:00,FALSE,235181,,The Serra do Amolar REDD+ Project,VCS2566,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2566,Instituto Homem Pantaneiro,['vm0015'],verra,171161,registered
forest,Uruguay,2023-06-26 00:00:00+00:00,2024-01-31 00:00:00+00:00,FALSE,456402,,Montes del Este afforestation through high quality timber in degraded grasslands,VCS2576,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2576,Fideicomiso Financiero Forestal Montes del Este,['ar-acm0003'],verra,80362,registered
forest,China,2023-01-13 00:00:00+00:00,2023-03-21 00:00:00+00:00,FALSE,357652,,Fujian Qingliu IFM (conversion of logged to protected forest) Project,VCS2606,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2606,"Fujian Qingliu Forestry Co., Ltd.",['vm0010'],verra,73132,registered
forest,Paraguay,2023-06-21 00:00:00+00:00,2023-06-26 00:00:00+00:00,FALSE,862222,,CORAZÃ“N VERDE DEL CHACO PROJECT,VCS2611,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2611,Quadriz Paraguay S.A.,['vm0007'],verra,91707,registered
forest,Nicaragua,2025-01-09 00:00:00+00:00,,FALSE,29419,,Reforestation grouped project Norteak Nicaragua,VCS2647,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2647,Norteak Nicaragua S.A.,['ar-acm0003'],verra,0,registered
forest,China,2023-01-11 00:00:00+00:00,2023-06-14 00:00:00+00:00,FALSE,61108,,Wuwei City Afforestation Project in Gansu Province,VCS2745,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2745,Multiple Proponents,['ar-acm0003'],verra,9365,registered
forest,Brazil,2012-08-22 00:00:00+00:00,2013-04-12 00:00:00+00:00,FALSE,3674586,,Boa Vista A/R,ACR105,Afforestation + Reforestation,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=105,,['ar-acm0001'],american-carbon-registry,655,canceled
land-use,China,2022-11-15 00:00:00+00:00,2023-02-10 00:00:00+00:00,FALSE,2458517,,Zhangye Improved Grassland Management Project,VCS2748,Grassland Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2748,Zhangye Academy of Forestry Sciences,['vm0026'],verra,874997,registered
forest,Colombia,2025-02-27 00:00:00+00:00,,FALSE,2598,,Saving Colombia's Cloud Forest,VCS2750,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2750,"Saving Nature, Inc.",['ar-acm0003'],verra,0,registered
