category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
forest,United States,2025-01-29 00:00:00+00:00,,FALSE,33895,,Challenge Tree Farm IFM Project,ACR1006,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=1006,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2010-06-29 00:00:00+00:00,2011-11-23 00:00:00+00:00,FALSE,7792791,,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),ACR114,Afforestation + Reforestation,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=114,,['acr-affor-refor'],american-carbon-registry,4054462,registered
forest,United States,2016-02-03 00:00:00+00:00,2017-07-20 00:00:00+00:00,FALSE,1710013,,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,ACR212,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=212,,['acr-ifm-nonfed'],american-carbon-registry,1507287,registered
land-use,United States,2014-10-28 00:00:00+00:00,2015-01-13 00:00:00+00:00,FALSE,166197,,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,ACR222,Avoided Grassland Conversion,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=222,,['acr-grasslands'],american-carbon-registry,154052,registered
forest,United States,2016-04-25 00:00:00+00:00,2016-05-18 00:00:00+00:00,FALSE,411399,,Bear Creek Watershed Forest Carbon Project,ACR272,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=272,,['acr-ifm-nonfed'],american-carbon-registry,411399,registered
forest,United States,2018-04-12 00:00:00+00:00,2019-03-16 00:00:00+00:00,FALSE,138696,,Anew - Middlebury Forestry Project,ACR368,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=368,,['acr-ifm-nonfed'],american-carbon-registry,101789,registered
forest,Brazil,2023-07-28 00:00:00+00:00,2023-08-09 00:00:00+00:00,FALSE,840972,,THE ARR HORIZONTE CARBON PROJECT,VCS3350,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/3350,Suzano SA,['ar-acm0003'],verra,44725,unknown
forest,United States,2018-11-28 00:00:00+00:00,2018-11-29 00:00:00+00:00,FALSE,271561,,Anew - Shafer-Tuuk Forestry Project,ACR374,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=374,,['acr-ifm-nonfed'],american-carbon-registry,228985,registered
forest,United States,2018-11-20 00:00:00+00:00,2019-02-06 00:00:00+00:00,FALSE,221089,,Anew - Hawk Mountain Forestry Project,ACR375,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=375,,['acr-ifm-nonfed'],american-carbon-registry,187034,registered
forest,Brazil,2024-03-28 00:00:00+00:00,2024-03-28 00:00:00+00:00,FALSE,151373,,Hiwi REDD+ Project,VCS3002,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/3002,Multiple Proponents,['vm0015'],verra,151373,unknown
forest,United States,2019-07-03 00:00:00+00:00,2019-09-12 00:00:00+00:00,FALSE,538247,,Anew - Massachusetts Tri-City Forestry Project,ACR376,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=376,,['acr-ifm-nonfed'],american-carbon-registry,423824,registered
forest,Niger,2022-02-14 00:00:00+00:00,2022-06-10 00:00:00+00:00,FALSE,38769,,Niger Acacia Senegal Plantation Project - CER Conversion,VCS2965,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2965,Converted from other GHG program,['ar-acm0003'],verra,29171,unknown
forest,United States,2019-04-03 00:00:00+00:00,2019-09-12 00:00:00+00:00,FALSE,229664,,Anew - Hudson Farm Forestry Project,ACR386,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=386,,['acr-ifm-nonfed'],american-carbon-registry,173729,registered
forest,Brazil,2024-06-24 00:00:00+00:00,2024-06-24 00:00:00+00:00,FALSE,1752414,,Rio Madeira Grouped REDD+ Project,VCS2878,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2878,Future Carbon International LLC,['vm0015'],verra,1669954,unknown
forest,United States,2018-05-03 00:00:00+00:00,2019-02-01 00:00:00+00:00,FALSE,952777,,Winston Creek Forest Carbon Project,ACR389,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=389,,['acr-ifm-nonfed'],american-carbon-registry,686035,registered
forest,United States,2018-12-03 00:00:00+00:00,2020-01-08 00:00:00+00:00,FALSE,51395,,Hiawatha Club Carbon Project,ACR394,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=394,,['acr-ifm-nonfed'],american-carbon-registry,46000,registered
forest,United States,2019-04-17 00:00:00+00:00,2019-08-12 00:00:00+00:00,FALSE,618997,,Anew - Doe Mountain Forestry Project,ACR398,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=398,,['acr-ifm-nonfed'],american-carbon-registry,506134,registered
land-use,United States,2020-10-27 00:00:00+00:00,,FALSE,59552,,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,ACR410,Wetland,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=410,,['acr-cali-wetlands'],american-carbon-registry,0,registered
forest,United States,2019-04-30 00:00:00+00:00,2022-01-24 00:00:00+00:00,FALSE,90194,,Wabassus Improved Forest Management Project,ACR422,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=422,,['acr-ifm-nonfed'],american-carbon-registry,11139,registered
forest,Colombia,2023-09-29 00:00:00+00:00,2023-12-21 00:00:00+00:00,FALSE,397194,,CONDOTO REDD+,VCS2723,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2723,Multiple Proponents,['vm0007'],verra,305580,unknown
forest,China,2023-09-22 00:00:00+00:00,,FALSE,47976,,HENAN YIYANG AFFORESTATION PROJECT,VCS2652,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2652,"Guizhou Qianhe Carbon Technology Co., Ltd",['ar-acm0003'],verra,0,completed
forest,United States,2019-08-29 00:00:00+00:00,2019-08-30 00:00:00+00:00,FALSE,215794,,Albany Water Board - Improved Forest Management Project,ACR424,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=424,,['acr-ifm-nonfed'],american-carbon-registry,149252,registered
forest,Argentina,2024-10-23 00:00:00+00:00,2024-10-29 00:00:00+00:00,FALSE,10200,,UnitÃ¡n afforestation and reforestation of grazing lands project,VCS2610,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2610,UNITAN SAICA,['ar-acm0003'],verra,1510,unknown
forest,United States,2019-07-12 00:00:00+00:00,2020-07-29 00:00:00+00:00,FALSE,381185,,TNC-Chestnut Mountain Improved Forest Management Project,ACR441,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=441,,['acr-ifm-nonfed'],american-carbon-registry,239610,registered
forest,Malaysia,2024-03-26 00:00:00+00:00,2024-05-06 00:00:00+00:00,FALSE,4258969,,KUAMUT RAINFOREST CONSERVATION PROJECT,VCS2609,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/2609,Permian Malaysia SDN. BHD,['vm0010'],verra,2919357,unknown
forest,United States,2020-03-18 00:00:00+00:00,2020-07-18 00:00:00+00:00,FALSE,341624,,Anew - Klawock Heenya Native Community Forestry Project,ACR459,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=459,,['acr-ifm-nonfed'],american-carbon-registry,193153,registered
forest,United States,2020-03-24 00:00:00+00:00,2022-01-24 00:00:00+00:00,FALSE,186006,,Lower Green Swamp Preserve,ACR483,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=483,,['acr-ifm-nonfed'],american-carbon-registry,34662,registered
forest,United States,2020-06-17 00:00:00+00:00,2020-11-02 00:00:00+00:00,FALSE,636878,,Anew - Kootznoowoo Native Community Forestry Project,ACR499,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=499,,['acr-ifm-nonfed'],american-carbon-registry,522400,registered
forest,United States,2022-01-27 00:00:00+00:00,2022-09-01 00:00:00+00:00,FALSE,113227,,Anew - Sharp Bingham Forestry Project,ACR505,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=505,,['acr-ifm-nonfed'],american-carbon-registry,47619,registered
forest,United States,2021-03-18 00:00:00+00:00,2022-03-03 00:00:00+00:00,FALSE,726539,,Anew - Greenleaf Forestry Project,ACR506,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=506,,['acr-ifm-nonfed'],american-carbon-registry,52969,registered
forest,United States,2022-01-11 00:00:00+00:00,2022-10-12 00:00:00+00:00,FALSE,195292,,Otter Creek IFM,ACR508,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=508,,['acr-ifm-nonfed'],american-carbon-registry,42696,registered
forest,India,2024-05-06 00:00:00+00:00,2024-05-17 00:00:00+00:00,FALSE,275269,,"Improving rural livelihood through agroforestry practices in Punjab, India- II",VCS2555,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2555,"Department of Forests and Wildlife Preservation, Punjab",['ar-acm0003'],verra,175208,unknown
forest,India,2024-05-06 00:00:00+00:00,2024-06-27 00:00:00+00:00,FALSE,409351,,"Improving rural livelihood through agroforestry practices in Punjab, India- I",VCS2552,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2552,"Department of Forests and Wildlife Preservation, Punjab",['ar-acm0003'],verra,41191,unknown
forest,Brazil,2022-11-15 00:00:00+00:00,2023-12-01 00:00:00+00:00,FALSE,3002762,,BRAZILIAN AMAZON APD GROUPED PROJECT,VCS2551,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2551,BRCARBON SERVICOS AMBIENTAIS LTDA,['vm0007'],verra,875885,unknown
forest,Brazil,2022-04-22 00:00:00+00:00,2022-07-14 00:00:00+00:00,FALSE,766356,,EVERGREEN REDD+ PROJECT,VCS2539,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2539,Multiple Proponents,['vm0007'],verra,458382,unknown
forest,Benin,2023-10-27 00:00:00+00:00,,FALSE,290700,,Pendjari and W-Benin National Parks REDD+ Project,VCS2538,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2538,African Parks Benin (A Branch of African Parks Network),['vm0009'],verra,0,unknown
forest,Colombia,2022-12-26 00:00:00+00:00,2023-03-24 00:00:00+00:00,FALSE,453063,,Cumare carbon project,VCS2532,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2532,Reforestadora Cumare S.A.S.,['ar-acm0003'],verra,272577,unknown
forest,United States,2022-01-13 00:00:00+00:00,2023-01-25 00:00:00+00:00,FALSE,275163,,Kite Hammock IFM,ACR509,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=509,,['acr-ifm-nonfed'],american-carbon-registry,16434,registered
forest,United States,2020-08-31 00:00:00+00:00,2021-04-15 00:00:00+00:00,FALSE,224215,,Anew - Burnt Mountain Forestry Project,ACR518,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=518,,['acr-ifm-nonfed'],american-carbon-registry,114572,registered
forest,Brazil,2022-05-10 00:00:00+00:00,2022-05-16 00:00:00+00:00,FALSE,2314892,,UNITOR REDD+ PROJECT,VCS2508,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2508,Multiple Proponents,['vm0015'],verra,1002053,unknown
forest,Peru,2022-12-01 00:00:00+00:00,2023-10-03 00:00:00+00:00,FALSE,4611778,,TAHUAMANU AMAZON REDD PROJECT,VCS2502,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2502,MADERERA RIO ACRE SAC,['vm0006'],verra,813725,unknown
forest,United States,2021-04-14 00:00:00+00:00,2021-04-29 00:00:00+00:00,FALSE,290579,,Cold Hollow Carbon - Improved Forest Management Project,ACR519,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=519,,['acr-ifm-nonfed'],american-carbon-registry,122667,registered
forest,United States,2021-03-29 00:00:00+00:00,2021-06-29 00:00:00+00:00,FALSE,397513,,Anew - Shaan Seet Native Community Forestry Project,ACR534,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=534,,['acr-ifm-nonfed'],american-carbon-registry,250645,registered
forest,United States,2021-11-29 00:00:00+00:00,,FALSE,334269,,Puget Sound Energy Baker-White River Forest Carbon Project,ACR539,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=539,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2022-03-28 00:00:00+00:00,2023-10-19 00:00:00+00:00,FALSE,407552,,Finite Carbon - Park Forestry IFM,ACR558,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=558,,['acr-ifm-nonfed'],american-carbon-registry,2963,registered
forest,United States,2021-12-28 00:00:00+00:00,2022-10-04 00:00:00+00:00,FALSE,627387,,Finite Carbon - Hiawatha Sportsman's Club IFM,ACR562,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=562,,['acr-ifm-nonfed'],american-carbon-registry,172002,registered
land-use,Brazil,2023-01-20 00:00:00+00:00,2023-02-27 00:00:00+00:00,FALSE,316781,,Avoided Conversion Cerrado,VCS2465,Avoided Grassland Conversion,berkeley,https://registry.verra.org/app/projectDetail/VCS/2465,ERA Assessoria e Projetos Ambientais e Agricolas Ltd.,['vm0009'],verra,204488,unknown
forest,United States,2022-06-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,FALSE,103103,,Anew - 100-Mile Wilderness  Forestry Project,ACR566,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=566,,['acr-ifm-nonfed'],american-carbon-registry,30470,registered
forest,United States,2022-04-19 00:00:00+00:00,2023-01-26 00:00:00+00:00,FALSE,156564,,Anew - East Branch Forestry Project,ACR569,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=569,,['acr-ifm-nonfed'],american-carbon-registry,4508,registered
forest,United States,2023-01-19 00:00:00+00:00,2024-03-14 00:00:00+00:00,FALSE,1116563,,Finite Carbon - AMC Maine Woods Initiative IFM,ACR571,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=571,,['acr-ifm-nonfed'],american-carbon-registry,89720,registered
forest,Philippines,2023-02-16 00:00:00+00:00,2023-06-30 00:00:00+00:00,FALSE,12685,,Mindanao Tree Planting Program for our Climate and Communities (MinTrees),VCS2412,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2412,Multiple Proponents,['ar-acm0003'],verra,9953,unknown
forest,United States,2021-09-30 00:00:00+00:00,2021-10-04 00:00:00+00:00,FALSE,161222,,The Nature Conservancy Washington Rainforest Renewal Project,ACR574,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=574,,['acr-ifm-nonfed'],american-carbon-registry,161098,registered
forest,United States,2023-03-31 00:00:00+00:00,2024-04-03 00:00:00+00:00,FALSE,102975,,Anew - Rainier Gateway Forestry Project,ACR576,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=576,,['acr-ifm-nonfed'],american-carbon-registry,28501,registered
forest,United States,2022-08-26 00:00:00+00:00,2023-02-09 00:00:00+00:00,FALSE,136682,,UT AgResearch Working Woodlands Project,ACR579,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=579,,['acr-ifm-nonfed'],american-carbon-registry,56463,registered
forest,United States,2022-01-21 00:00:00+00:00,2022-04-25 00:00:00+00:00,FALSE,550369,,18 Reserves Forest Carbon Project,ACR586,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=586,,['acr-ifm-nonfed'],american-carbon-registry,76312,registered
forest,United States,2022-07-20 00:00:00+00:00,2022-08-24 00:00:00+00:00,FALSE,794421,,Anew - North Maine Woods Forestry Project,ACR587,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=587,,['acr-ifm-nonfed'],american-carbon-registry,322065,registered
forest,China,2022-06-02 00:00:00+00:00,2022-07-01 00:00:00+00:00,FALSE,292465,,Liugui Afforestation Project,VCS2387,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2387,"Guangxi Baixin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,291587,completed
forest,United States,2022-06-17 00:00:00+00:00,2022-09-26 00:00:00+00:00,FALSE,275041,,Anew - Big Six Forestry Project,ACR588,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=588,,['acr-ifm-nonfed'],american-carbon-registry,150816,registered
forest,China,2022-02-15 00:00:00+00:00,2022-08-16 00:00:00+00:00,FALSE,437802,,Miaoling Afforestation Project,VCS2378,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2378,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,343318,completed
forest,China,2022-08-23 00:00:00+00:00,2023-01-16 00:00:00+00:00,FALSE,810767,,Huadu Afforestation Project,VCS2379,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2379,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,538510,completed
forest,United States,2022-05-25 00:00:00+00:00,2022-05-25 00:00:00+00:00,FALSE,123727,,Anew - Blue Ridge Escarpment Forestry Project,ACR590,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=590,,['acr-ifm-nonfed'],american-carbon-registry,58811,registered
forest,United States,2022-09-26 00:00:00+00:00,2022-12-28 00:00:00+00:00,FALSE,905579,,Anew - Doyon Native Community Forest Project,ACR592,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=592,,['acr-ifm-nonfed'],american-carbon-registry,355331,registered
forest,United States,2022-05-03 00:00:00+00:00,2022-12-21 00:00:00+00:00,FALSE,632438,,Anew - Elk Forestry Project,ACR595,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=595,,['acr-ifm-nonfed'],american-carbon-registry,21114,registered
forest,United States,2022-05-04 00:00:00+00:00,2022-05-09 00:00:00+00:00,FALSE,1377328,,Anew - Boone Forestry Project,ACR596,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=596,,['acr-ifm-nonfed'],american-carbon-registry,349456,registered
forest,United States,2022-08-23 00:00:00+00:00,2023-01-06 00:00:00+00:00,FALSE,270710,,Anew - Moose Country Divide Forestry Project,ACR604,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=604,,['acr-ifm-nonfed'],american-carbon-registry,181339,registered
forest,Nicaragua,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,FALSE,15912,,Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua,VCS2365,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2365,MLR Forestal de Nicaragua S.A.,['ar-acm0003'],verra,8032,unknown
forest,United States,2024-11-19 00:00:00+00:00,,FALSE,247819,,Anew - Bluestone Forestry Project,ACR613,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=613,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2022-08-26 00:00:00+00:00,2023-07-26 00:00:00+00:00,FALSE,770341,,Anew - Michigan DNR Big Wild Forestry Project,ACR614,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=614,,['acr-ifm-nonfed'],american-carbon-registry,87,registered
forest,United States,2024-12-20 00:00:00+00:00,2025-01-14 00:00:00+00:00,FALSE,47307,,Anew - Columbia River Forestry Project,ACR616,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=616,,['acr-ifm-nonfed'],american-carbon-registry,32728,registered
forest,United States,2022-12-29 00:00:00+00:00,2023-06-09 00:00:00+00:00,FALSE,175424,,Anew - Tomah Highlands Forestry Project,ACR617,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=617,,['acr-ifm-nonfed'],american-carbon-registry,134309,registered
forest,United States,2024-12-19 00:00:00+00:00,2025-02-27 00:00:00+00:00,FALSE,564652,,Anew - Apalachicola River Forestry Project,ACR618,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=618,,['acr-ifm-nonfed'],american-carbon-registry,1614,registered
forest,United States,2023-05-04 00:00:00+00:00,2024-12-16 00:00:00+00:00,FALSE,230942,,Wolf Lands Forest Carbon Project,ACR628,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=628,,['acr-ifm-nonfed'],american-carbon-registry,135311,registered
forest,United States,2023-04-04 00:00:00+00:00,2023-06-29 00:00:00+00:00,FALSE,96635,,Anew - Eagle Mountain Forestry Project,ACR632,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=632,,['acr-ifm-nonfed'],american-carbon-registry,59028,registered
forest,United States,2023-06-27 00:00:00+00:00,2024-08-15 00:00:00+00:00,FALSE,79478,,Anew - White Mountain Forestry Project,ACR633,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=633,,['acr-ifm-nonfed'],american-carbon-registry,4899,registered
forest,United States,2022-06-10 00:00:00+00:00,2022-07-29 00:00:00+00:00,FALSE,411500,,ILTF/NICC & SIG Fond Du Lac Band Forest Carbon Project,ACR634,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=634,,['acr-ifm-nonfed'],american-carbon-registry,102925,registered
forest,Congo Republic,2023-03-16 00:00:00+00:00,,FALSE,5770,,Agroforestry plantation Bateke Plateaus,VCS2319,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2319,FRM Commitment,['ar-acm0003'],verra,0,unknown
forest,United States,2022-06-13 00:00:00+00:00,2022-07-29 00:00:00+00:00,FALSE,806567,,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,ACR637,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=637,,['acr-ifm-nonfed'],american-carbon-registry,112296,registered
forest,China,2021-10-19 00:00:00+00:00,2021-12-16 00:00:00+00:00,FALSE,925843,,Anhuang Afforestation Project,VCS2310,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2310,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,867174,completed
forest,United States,2023-12-20 00:00:00+00:00,2024-11-12 00:00:00+00:00,FALSE,52239,,Anew - Northeast Kingdom Forestry Project,ACR639,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=639,,['acr-ifm-nonfed'],american-carbon-registry,857,registered
forest,United States,2023-06-09 00:00:00+00:00,2023-07-26 00:00:00+00:00,FALSE,558755,,Anew - Bayfield County Forest Project,ACR643,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=643,,['acr-ifm-nonfed'],american-carbon-registry,45484,registered
forest,United States,2023-11-28 00:00:00+00:00,2024-07-17 00:00:00+00:00,FALSE,257359,,The Nature Conservancy â€“ Michigamme Highlands Carbon Project,ACR647,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=647,,['acr-ifm-nonfed'],american-carbon-registry,14000,registered
forest,United States,2023-05-17 00:00:00+00:00,,FALSE,46257,,Anew - Canada Creek Forestry Project,ACR653,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=653,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,Australia,2012-01-31 00:00:00+00:00,2012-01-31 00:00:00+00:00,FALSE,20384,,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,VCS605,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/605,Multiple Proponents,['vm0010'],verra,20384,unknown
forest,Australia,2011-05-05 00:00:00+00:00,2011-05-05 00:00:00+00:00,FALSE,221155,,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),VCS587,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/587,Peter Downie,['vm0010'],verra,216345,unknown
forest,Senegal,2014-07-24 00:00:00+00:00,2014-07-24 00:00:00+00:00,FALSE,480,,Jatropha Agroforestry Senegal,VCS1071,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1071,African National Oil Corporation s.a.r.l.,['ar-acm0003'],verra,480,unknown
forest,Malaysia,2011-12-21 00:00:00+00:00,2011-12-21 00:00:00+00:00,FALSE,509540,,"INFAPRO Rehabilitation of logged-over dipterocarp forest in Sabah, Malaysia",VCS672,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/672,Face the Future,['vm0005'],verra,509540,unknown
forest,Brazil,2021-09-22 00:00:00+00:00,2021-09-23 00:00:00+00:00,FALSE,6307759,,Rio Anapu-Pacaja REDD Project,VCS2252,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/2252,Brazil AgFor LLC,['vm0015'],verra,993043,unknown
forest,China,2021-03-30 00:00:00+00:00,2021-04-22 00:00:00+00:00,FALSE,569189,,Chudu Afforestation Project,VCS2087,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2087,"Xichuan Rongda Agriculture and Forestry Co., Ltd",['ar-acm0003'],verra,398102,completed
forest,United States,2024-08-22 00:00:00+00:00,2025-03-05 00:00:00+00:00,FALSE,30260,,Blue Hills Forest Carbon Project,ACR668,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=668,,['acr-ifm-nonfed'],american-carbon-registry,1594,registered
forest,China,2020-12-09 00:00:00+00:00,2020-12-29 00:00:00+00:00,FALSE,871953,,Liangdu Afforestation Project,VCS2083,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2083,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,701117,completed
forest,United States,2023-02-24 00:00:00+00:00,,FALSE,310536,,Finite Carbon - L.D. O'Rourke Foundation IFM,ACR672,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=672,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,China,2020-12-10 00:00:00+00:00,2021-03-15 00:00:00+00:00,FALSE,1849393,,Qianbei Afforestation Project,VCS2082,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2082,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",['ar-acm0003'],verra,876564,completed
forest,China,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,FALSE,230605,,HENAN FANGCHENG AND TANGHE AFFORESTATION PROJECT,VCS2249,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2249,"Beijing Qianyuhui Environmental Technology Co., Ltd.",['ar-acm0003'],verra,230605,unknown
